"Reservoir","Site","DateTime","SampleTime","StartDepth_m","EndDepth_m","Taxon","Density_IndPerL","MeanLength_mm","MeanWeight_ug","Biomass_ugL","Flag_Density","Flag_Length","Flag_Weight","Flag_Biomass"
"BVR",50,2016-08-03 12:00:00,12:00:00,6,6,"Keratella",88,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,7,7,"Keratella",204,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,8,8,"Keratella",68,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,9,9,"Keratella",68,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,10,10,"Keratella",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,0.1,0.1,"Keratella",220,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,1,1,"Keratella",220,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,2,2,"Keratella",288,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,3,3,"Keratella",272,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,4,4,"Keratella",232,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,5,5,"Keratella",230,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,6,6,"Keratella",268,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,7,7,"Keratella",172,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,8,8,"Keratella",118,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,9,9,"Keratella",84,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,10,"Keratella",134,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,0.1,0.1,"Keratella",270,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,1,1,"Keratella",208,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,2,2,"Keratella",200,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,3,3,"Keratella",274,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,4,4,"Keratella",298,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,5,5,"Keratella",302,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,6,6,"Keratella",176,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,7,7,"Keratella",166,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,8,8,"Keratella",162,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,9,9,"Keratella",206,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,10,10,"Keratella",66,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,0.1,0.1,"Keratella",130,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,1,1,"Keratella",194,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,2,2,"Keratella",148,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,3,3,"Keratella",344,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,4,4,"Keratella",450,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,5,5,"Keratella",202,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,6,6,"Keratella",340,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,7,7,"Keratella",434,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,8,8,"Keratella",132,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,9,9,"Keratella",32,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,10,10,"Keratella",60,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,0.1,0.1,"Keratella",296.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,1,1,"Keratella",160,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,2,2,"Keratella",198,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,3,3,"Keratella",416,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,4,4,"Keratella",413.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,5,5,"Keratella",326.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,6,6,"Keratella",214,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,7,7,"Keratella",274,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,8,8,"Keratella",184,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,9,9,"Keratella",114,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,10,10,"Keratella",184,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,0.1,0.1,"Keratella",240,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,1,1,"Keratella",440,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,2,2,"Keratella",336.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,3,3,"Keratella",633.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,4,4,"Keratella",440,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,5,5,"Keratella",490,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,6,6,"Keratella",413.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,7,7,"Keratella",230,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,8,8,"Keratella",233.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,9,9,"Keratella",100,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,10,10,"Keratella",100,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,7,0,"Keratella",40.56,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,7,0,"Keratella",42.44,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,7,0,"Keratella",16.17,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,7,0,"Keratella",19.6,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,7,0,"Keratella",32.84,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,7,0,"Keratella",47.49,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,10,0,"Keratella",30.42,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,0,"Keratella",29.71,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,10,0,"Keratella",11.32,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,10,0,"Keratella",13.72,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,10,0,"Keratella",22.99,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,10,0,"Keratella",33.25,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,7,0,"Keratella",33.85,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,7,0,"Keratella",44.13,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,7,0,"Keratella",38.9,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,7,0,"Keratella",11.12,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,7,0,"Keratella",24.45,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,7,0,"Keratella",24.45,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,10,0,"Keratella",23.7,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,0,"Keratella",32.3,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,10,0,"Keratella",27.23,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,10,0,"Keratella",7.78,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,10,0,"Keratella",17.12,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,10,0,"Keratella",17.12,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,7,"Keratella",4.72,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,0.1,0.1,"Keratella",12,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,1,1,"Keratella",52,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,2,2,"Keratella",64.29,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,3,3,"Keratella",37.5,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,4,4,"Keratella",74,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,5,5,"Keratella",98,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,6,6,"Keratella",82,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,7,7,"Keratella",44,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,0.1,0.1,"Keratella",29,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,1,1,"Keratella",54,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,2,2,"Keratella",96,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,3,3,"Keratella",48,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,4,4,"Keratella",66,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,5,5,"Keratella",60,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,6,6,"Keratella",52,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,7,7,"Keratella",48,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,0.1,0.1,"Keratella",22,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,1,1,"Keratella",37,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,2,2,"Keratella",54,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,3,3,"Keratella",40,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,4,4,"Keratella",60,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,5,5,"Keratella",53,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,6,6,"Keratella",45,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,7,7,"Keratella",68,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,0.1,0.1,"Keratella",41,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,1,1,"Keratella",60,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,2,2,"Keratella",47,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,3,3,"Keratella",84,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,4,4,"Keratella",68,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,5,5,"Keratella",48,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,6,6,"Keratella",33,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,7,7,"Keratella",52,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,0.1,0.1,"Keratella",26,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,1,1,"Keratella",39,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,2,2,"Keratella",39,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,3,3,"Keratella",57,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,4,4,"Keratella",68,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,5,5,"Keratella",45,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,6,6,"Keratella",54,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,7,7,"Keratella",64,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,0.1,0.1,"Keratella",25,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,1,1,"Keratella",47,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,2,2,"Keratella",45,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,3,3,"Keratella",76,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,4,4,"Keratella",59,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,5,5,"Keratella",55,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,6,6,"Keratella",80,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,7,7,"Keratella",64,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,0.1,0.1,"Keratella",18.26,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,1,1,"Keratella",20.8,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,2,2,"Keratella",45,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,3,3,"Keratella",74,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,4,4,"Keratella",48,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,5,5,"Keratella",88,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,6,6,"Keratella",128,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,7,7,"Keratella",152.5,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,8,8,"Keratella",130,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,0.1,0.1,"Keratella",25.29,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,1,1,"Keratella",33.33,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,2,2,"Keratella",59.33,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,3,3,"Keratella",66,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,4,4,"Keratella",122,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,5,5,"Keratella",140,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,6,6,"Keratella",172,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,7,7,"Keratella",200,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,8,8,"Keratella",210,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,0.1,0.1,"Keratella",62.22,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,1,1,"Keratella",48,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,2,2,"Keratella",64.29,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,3,3,"Keratella",118.57,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,4,4,"Keratella",84,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,5,5,"Keratella",96,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,6,6,"Keratella",210,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,7,7,"Keratella",236,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,8,8,"Keratella",220,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,0.1,0.1,"Keratella",25,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,1,1,"Keratella",24,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,2,2,"Keratella",39,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,3,3,"Keratella",58,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,4,4,"Keratella",90,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,5,5,"Keratella",114,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,6,6,"Keratella",106,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,7,7,"Keratella",215,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,8,8,"Keratella",247.5,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,0.1,0.1,"Keratella",59.33,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,1,1,"Keratella",68,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,2,2,"Keratella",73,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,3,3,"Keratella",108,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,4,4,"Keratella",100,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,5,5,"Keratella",120,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,6,6,"Keratella",152,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,7,7,"Keratella",150,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,8,8,"Keratella",262.5,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,0.1,0.1,"Keratella",65,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,1,1,"Keratella",29,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,2,2,"Keratella",54,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,3,3,"Keratella",83,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,4,4,"Keratella",84.29,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,5,5,"Keratella",122,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,6,6,"Keratella",134,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,7,7,"Keratella",232,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,8,8,"Keratella",222.5,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,7,0,"Keratella",13.14,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 20:00:00,20:00:00,7,0,"Keratella",14.96,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,7,0,"Keratella",14.55,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,7,0,"Keratella",7.88,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,7,0,"Keratella",17.52,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,7,0,"Keratella",14.75,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,21,0,"Keratella",4.38,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 20:00:00,20:00:00,21,0,"Keratella",4.99,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,21,0,"Keratella",8.42,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,21,0,"Keratella",3.03,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 06:00:00,06:00:00,21,0,"Keratella",5.84,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,21,0,"Keratella",7.52,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,21,7,"Keratella",5.36,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 02:00:00,02:00:00,21,7,"Keratella",0.61,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 12:00:00,12:00:00,21,7,"Keratella",3.91,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,7,0,"Keratella",55.07,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,7,0,"Keratella",42.44,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,7,0,"Keratella",41.43,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,7,0,"Keratella",31.33,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,7,0,"Keratella",18.19,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,7,0,"Keratella",33.35,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,21,0,"Keratella",24.93,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,21,0,"Keratella",39.75,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,21,0,"Keratella",25.6,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 02:00:00,02:00:00,21,0,"Keratella",10.44,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,21,0,"Keratella",13.81,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,21,0,"Keratella",21.89,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 12:00:00,12:00:00,21,7,"Keratella",9.85,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-12 20:00:00,20:00:00,21,7,"Keratella",38.4,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 00:00:00,00:00:00,21,7,"Keratella",17.68,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 06:00:00,06:00:00,21,7,"Keratella",11.62,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-13 12:00:00,12:00:00,21,7,"Keratella",16.17,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,0.1,0.1,"Keratella",14,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,1,1,"Keratella",50,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,2,2,"Keratella",52,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,3,3,"Keratella",106,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,4,4,"Keratella",72,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,5,5,"Keratella",114,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,6,6,"Keratella",126,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 13:00:00,13:00:00,7,7,"Keratella",216,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,0.1,0.1,"Keratella",46,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,1,1,"Keratella",32,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,2,2,"Keratella",66,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,3,3,"Keratella",82,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,4,4,"Keratella",134,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,5,5,"Keratella",112,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,6,6,"Keratella",254,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-29 19:00:00,19:00:00,7,7,"Keratella",200,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,0.1,0.1,"Keratella",114,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,1,1,"Keratella",112,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,2,2,"Keratella",144,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,3,3,"Keratella",130,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,4,4,"Keratella",162,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,5,5,"Keratella",164,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,6,6,"Keratella",156,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 00:30:00,00:30:00,7,7,"Keratella",124,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 02:00:00,02:00:00,0.1,0.1,"Keratella",80,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 02:00:00,02:00:00,1,1,"Keratella",110,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 02:00:00,02:00:00,2,2,"Keratella",156,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 02:00:00,02:00:00,3,3,"Keratella",102,NA,NA,NA,0,0,0,0
"GWR",50,2016-04-30 02:00:00,02:00:00,4,4,"Keratella",204,NA,NA,NA,0,0,0,0
