"Reservoir","Year","Date","Depth","TP_ugL","TN_ugL","DOC_ugL","NH4_ugL","PO4_ugL","NO3_ugL","Site","Notes"
"FCR",2017,2017-07-10 12:00:00,0.1,20.7,365.57,4.364,19.5,19.7,4.72,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,1.6,19,349.57,4.076,13.3,16.5,3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,3.8,15.3,233.57,2.924,6.32,9.19,0.565,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,5,12.5,189.57,2.266,15.5,7.76,3.15,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,6.2,13.5,269.57,2.867,83.9,7.64,20.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,8,13.2,273.57,2.8845,98.1,7.66,22.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,9,15.4,279.57,2.4155,102,6.76,22,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,999,28.3,263,1.3775,5.57,19.2,151,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-13 12:00:00,0.1,18.4,379.57,4.276,17.8,19.5,4.52,50,"NA;NA;didn't sample inflow this day;NA;NA;NA;NA;did not collect inflow this day"
"FCR",2017,2017-07-13 12:00:00,1.6,20.6,391.57,4.3795,8.82,17.5,1.33,50,"NA;NA;didn't sample inflow this day;NA;NA;NA;NA;did not collect inflow this day"
"FCR",2017,2017-07-13 12:00:00,3.8,15.1,327.57,3.695,33.9,12.8,2.65,50,"NA;NA;didn't sample inflow this day;NA;NA;NA;NA;did not collect inflow this day"
"FCR",2017,2017-07-13 12:00:00,5,16.1,238.57,2.339,30.7,7.66,4.44,50,"NA;NA;didn't sample inflow this day;NA;NA;NA;NA;did not collect inflow this day"
"FCR",2017,2017-07-13 12:00:00,6.2,39.6,277.57,2.7015,40.7,6.99,10.9,50,"NA;NA;didn't sample inflow this day;NA;NA;NA;NA;did not collect inflow this day"
"FCR",2017,2017-07-13 12:00:00,8,14.2,291.57,2.425,123,6.05,24.1,50,"NA;NA;didn't sample inflow this day;NA;NA;NA;NA;did not collect inflow this day"
"FCR",2017,2017-07-13 12:00:00,9,15,306.57,2.5025,133,8.15,25.9,50,"NA;NA;didn't sample inflow this day;NA;NA;NA;NA;did not collect inflow this day"
"FCR",2017,2017-07-17 12:00:00,0.1,20.7,495.57,4.362,35.1,18,4.01,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,1.6,19,487.57,4.7155,43.3,16.4,5.13,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,3.8,14.2,297.57,3.059,21.9,9.5,3.24,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,5,18.1,317.57,3.5075,NA,3.27,0,50,"NA;NA;NA;NA;NA;NA;NA;*NO3 value was negative; changed to 0; NH4 value had QC code of 3 so dropped"
"FCR",2017,2017-07-17 12:00:00,6.2,14.6,237.57,NA,59.4,8.08,12,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,8,13.2,316.57,2.4705,148,8.41,23.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,9,13.8,301.57,2.716,121,8.11,19.7,50,"NA;NA;NA;dup??;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,9,13.8,301.57,2.0525,121,8.11,19.7,50,"NA;NA;NA;dup??;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,999,29.1,247,1.4545,6.87,22.7,151,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-19 12:00:00,0.1,39,673,5.6505,9.58,15.8,2.86,50,"NA;NA;MSN;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-19 16:00:00,0.1,40.9,706,5.778,10.7,19.2,3.47,50,"NA;NA;MSN;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-19 20:00:00,0.1,38,781,6.43,14.2,20.8,1.72,50,"NA;NA;MSN;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-20 00:00:00,0.1,34,709,5.869,8.03,16.1,-0.0327,50,"NA;NA;MSN;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-20 04:00:00,0.1,34.6,748,6.221,16.1,22.9,2.91,50,"NA;NA;MSN;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-20 08:00:00,0.1,32.3,821,5.8665,12.4,19.5,4.07,50,"NA;NA;MSN;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-20 12:00:00,0.1,34.1,644,6.2795,9.85,19,3.5,50,"NA;NA;MSN;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,0.1,23.2,648.57,6.857,31,18.3,5.57,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,1.6,21,612.57,6.4675,14.3,15.9,6.17,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,3.8,18.8,351.57,3.8245,16.2,10.8,3.61,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,5,14.1,179.57,2.0795,17.6,6.29,3.53,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,6.2,15.7,353.57,2.4945,131,5.96,25.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,8,14.5,348.57,2.727,142,7.28,19.6,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,9,13.3,363.57,2.4385,173,6.1,21.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,999,52.8,303,2.274,9.14,24.8,111,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-31 12:00:00,0.1,18.9,478.57,5.806,92.6,15.2,8.85,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-31 12:00:00,1.6,18,483.57,5.8725,79.1,16.1,9.62,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-31 12:00:00,3.8,13.1,279.57,3.6375,47.3,9.97,5.21,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-31 12:00:00,5,15.5,244.57,2.367,89.4,8.51,6.11,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-31 12:00:00,6.2,14.8,315.57,2.88,145,9.49,12.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-31 12:00:00,8,13.3,380.57,2.7265,207,7.15,NA,50,"NA;NA;NA;NA;NA;NA;NA;*NO3 value had QC code of 3 and was dropped"
"FCR",2017,2017-07-31 12:00:00,9,9.75,405.57,2.356,259,7.02,21.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-31 12:00:00,999,36.2,245,1.367,8.46,22.7,120,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,0.1,19.5,388.57,3.5545,76.3,7.72,16.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,1.6,19.2,379.57,3.436,72.8,12.1,15.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,3.8,10.8,205.57,3.1545,48.6,6.68,9.65,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,5,18.5,256.57,1.965,87.7,8.55,7.64,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,6.2,10.9,465.57,2.3315,273,6.45,20.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,8,12.1,486.57,2.015,337,7.45,21.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,9,11.5,478.57,2.372,299,10.4,22.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-07 12:00:00,999,34.3,260,1.3105,23.2,25.3,125,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,0.1,17.3,272,3.72,18.7,4.62,1.59,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,1.6,18.1,280,3.24,19.2,6.15,2.94,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,3.8,24.3,250,2.96,24.7,5.88,0.666,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,5,22.8,337,2.13,141,6.84,5.34,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,6.2,17.1,440,2.79,200,3.47,13.6,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,8,30,587,2.26,345,6.59,21.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,9,14.8,555,2.03,356,5.58,21.1,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-14 12:00:00,999,41.3,263,1.5,4.96,15.2,115,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,0.1,14.6,241,3.56,7.01,7.39,2.2,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,1.6,15.3,238,3.5,4.99,5.9,-0.065,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,3.8,32.9,274,2.62,4.72,7.97,-1.71,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,5,20.4,401,2.48,153,7.04,11.1,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,6.2,19.8,345,2.54,109,7.75,5.61,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,8,22,620,2.38,339,7.28,20.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,9,23.1,376,2.91,119,6.59,8.25,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-21 12:00:00,999,40.9,303,5.32,5.97,19.2,150,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,0.1,17.9,259,3.46,7.22,4.95,2.56,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,1.6,19.6,241,3.12,5.14,8.54,0.193,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,3.8,30.1,286,2.99,5.56,5.91,2.66,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,5,36.4,351,2.02,6.34,6.27,-0.0763,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,6.2,20.7,448,6.73,212,4.88,14.2,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,8,20.9,553,1.45,381,3.17,19.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,9,17.7,579,2.06,374,6.54,21.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-08-28 12:00:00,999,106,563,1.31,5.95,18.4,121,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,0.1,35,324,3.41,32.1,7.5,5.89,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,1.6,20.6,281,3.04,29.2,7.47,0.653,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,3.8,21.7,274,3.13,12.5,4.91,-0.327,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,5,23.1,333,2.61,105,6.97,6,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,6.2,23.6,357,2.39,94.9,6.82,4.94,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,8,22.1,642,2.12,399,4.47,20.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,9,18.7,539,2.17,326,5.35,16.4,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-04 12:00:00,999,27.6,166,1.49,7.07,17.5,75.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-11 12:00:00,0.1,25.2,278,3.38,8.27,10.2,0.0154,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-11 12:00:00,1.6,24.1,295,3.48,12.4,7.49,1.71,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-11 12:00:00,3.8,29.9,347,3.39,9.7,4.69,0.451,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-11 12:00:00,5,34.3,354,2.36,136,9.4,3.68,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-11 12:00:00,6.2,21.1,451,2.29,285,NA,13.2,50,"NA;NA;NA;NA;NA;NA;NA;PO4 value had QC code of 3 and was dropped"
"FCR",2017,2017-09-11 12:00:00,8,22.7,685,2.03,101,7.9,5.32,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-11 12:00:00,9,22.1,405,2.92,168,6.14,12.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-11 12:00:00,999,41.8,240,1.15,2.43,14.3,93.6,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,0.1,22.2,283,3.41,8.84,6.04,3.58,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,1.6,23.4,280,3.29,6.4,3.7,2.39,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,3.8,23.5,294,3.04,9.12,6.55,0.847,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,5,25.9,286,2.71,12.4,4.53,3.53,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,6.2,26.4,472,2.16,322,6.73,17.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,8,14.5,641,1.74,481,4.21,27.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,9,31.6,672,1.99,476,5.62,29,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-18 12:00:00,999,34.4,259,1.41,4.51,18,96.6,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-25 12:00:00,0.1,14.8,258,3.07,8.07,2.75,2.74,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-25 12:00:00,1.6,18.7,253,3.18,7.04,4.67,0.543,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-25 12:00:00,3.8,31.5,351,2.94,7.57,5.74,0.195,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-25 12:00:00,5,27.9,358,1.93,60.4,8.1,8.51,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-25 12:00:00,6.2,22.7,411,2.32,147,6.41,12.4,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-25 12:00:00,8,17.3,524,1.79,333,5.62,31.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-09-25 12:00:00,9,17.6,534,2.03,365,NA,27.9,50,"NA;NA;NA;NA;NA;NA;NA;PO4 value had QC code of 3 and was dropped"
"FCR",2017,2017-09-25 12:00:00,999,29.5,217,1.5,1.46,18.2,59.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,0.1,21.7,270,3.35,11.5,4.09,2.52,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,1.6,21.1,296,3.36,8.71,5.8,0.725,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,3.8,21.9,283,3.22,9.38,6.26,1.76,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,5,29.4,345,2.72,15.7,5.54,2.02,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,6.2,25.1,366,2.58,133,4.54,13.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,8,19.4,431,2.18,233,5.13,26.2,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,9,19,434,1.68,249,4.69,25.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-02 12:00:00,999,35.3,200,1.43,5.7,16.8,33.2,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-09 12:00:00,0.1,28.9,313,3.73,25.6,2.52,1.72,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-09 12:00:00,1.6,20.8,312,3.52,26,3.86,1.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-09 12:00:00,3.8,25.3,346,3.32,20.1,5.44,1.06,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-09 12:00:00,5,29.6,319,2.4,24.8,4.24,5.56,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-09 12:00:00,6.2,18.2,352,1.89,163,3.79,25.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-09 12:00:00,8,26.2,380,0.99,151,3.71,19.4,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-09 12:00:00,9,14.6,337,1.93,NA,3.43,23.9,50,"NA;NA;NA;NA;NA;NA;NA;NH4 value misintegrated and was dropped"
"FCR",2017,2017-10-09 12:00:00,999,35.6,171,3.87,5.66,18.1,0.895,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,0.1,21.1,308,NA,57.6,6.15,11.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,1.6,28.2,316,NA,29.9,6.39,7.94,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,3.8,26.6,327,NA,52.5,7.16,5.2,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,5,34,338,NA,13.8,7.67,4.85,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,6.2,27.1,393,NA,102,4.97,16,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,8,17.9,373,NA,204,4.06,26.1,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,9,18,365,NA,222,6.55,28.6,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-16 12:00:00,999,33.3,144,NA,7.8,20.5,1.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,0.1,34.6,359,NA,58.7,8.53,11.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,1.6,30.1,333,NA,27.5,8.35,6.51,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,3.8,27.1,304,NA,23.4,6.73,2.79,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,5,25.6,296,NA,12.1,7.91,5.15,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,6.2,17,380,NA,212,8.24,26.3,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,8,27.5,409,NA,215,5.13,27.5,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,9,18.1,397,NA,237,5.15,29.8,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-23 12:00:00,999,39.1,187,NA,10.7,24.7,1.51,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,0.1,22.6,249,NA,2.41,6.76,5.55,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,1.6,22.7,261,NA,4.66,9.65,2.85,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,3.8,19.5,256,NA,12.5,7.13,5.29,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,5,21.2,249,NA,12.4,6.59,3.25,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,6.2,21.1,234,NA,9.13,5.44,1.07,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,8,20.1,220,NA,11.4,9.94,2.17,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,9,24.5,240,NA,13.8,7.45,4.22,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-10-30 12:00:00,999,22,101,NA,8.49,19.6,1.62,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-11-06 12:00:00,0.1,18.6,217,NA,5.88,-11.1,3.33,50,"NA;NA;NA;NA;NA;bad peak;NA;NA"
"FCR",2017,2017-11-06 12:00:00,1.6,26.7,263,NA,12.7,7.45,2.33,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-11-06 12:00:00,3.8,20.4,237,NA,11.6,8.48,4.66,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-11-06 12:00:00,5,19,213,NA,17.5,8.12,2.24,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-11-06 12:00:00,6.2,20.7,234,NA,20.8,7.53,2.41,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-11-06 12:00:00,8,19.8,222,NA,18.7,17.1,4.33,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-11-06 12:00:00,9,19.1,218,NA,19.5,8.52,2.95,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-11-06 12:00:00,999,23.2,69.9,NA,7.73,28.1,2.38,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,0.1,17.8,215,NA,27,6.86,4.87,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,1.6,19.5,231,NA,17.9,5.58,2.9,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,3.8,20.9,233,NA,26.1,7.54,3.02,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,5,17.3,221,NA,47.5,8.41,5.26,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,6.2,18.8,225,NA,24.8,9.26,3.29,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,8,21,243,NA,25.7,7.5,3.24,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,9,21.2,239,NA,10.2,7.36,4.38,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-12-11 12:00:00,999,20.3,49.8,NA,7.14,19,1.94,50,"NA;NA;NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-05-01 12:00:00,0.1,23.02634768,171.55790753175,2.43444494586667,7.18,6.06,1.35,20,"standards made up atypically;standards made up atypically;NA;NA;NA;NA"
"FCR",2017,2017-05-08 12:00:00,0.1,27.17290988,170.77667190675,2.68,4.95,9.64,2.73,20,"standards made up atypically;standards made up atypically;NA;NA;NA;NA"
"FCR",2017,2017-05-08 12:00:00,0.1,27.17290988,215.60707073175,2.68,4.95,9.64,2.73,20,"standards made up atypically;standards made up atypically;NA;NA;NA;NA"
"FCR",2017,2017-05-15 12:00:00,0.1,20.7,179,2.679,6.44,5.39,1.98,20,"NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-05-22 12:00:00,0.1,15.06336647,194.93779324,2.201,5.92,4.27,1.87,20,"adjusted calibration to reflect atypical sample to reagent ratio;adjusted calibration to reflect atypical sample to reagent ratio;NA;NA;NA;NA"
"FCR",2017,2017-05-29 12:00:00,0.1,23.3,169,2.1495737468,7.74,7.05,2.4,20,"NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-06-01 12:00:00,0.1,23.30215628,227.50603710675,2.16395019746667,9.21,5.87,2.95,20,"standards made up atypically;standards made up atypically;NA;NA;NA;NA"
"FCR",2017,2017-06-05 12:00:00,0.1,22.6,176,2.2225,7.54,5.46,3.35,20,"NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-06-12 12:00:00,0.1,19.1,162,2.1155,7.26,6.85,2.7,20,"NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-06-19 12:00:00,0.1,19.3940939648,225.91706490675,2.6475,8.25,7.45,2.98,20,"standards made up atypically;standards made up atypically;NA;NA;NA;NA"
"FCR",2017,2017-06-26 12:00:00,0.1,21.9,226,2.777,9.34,5.8,2.11,20,"NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-05 12:00:00,0.1,14.22037532,286.44608704,2.7645,16.4,6.07,2.37,20,"adjusted calibration to reflect atypical sample to reagent ratio;adjusted calibration to reflect atypical sample to reagent ratio;NA;NA;NA;NA"
"FCR",2017,2017-07-10 12:00:00,0.1,18.46968767,411.25568204,4.0855,15.2,10,1.34,20,"adjusted calibration to reflect atypical sample to reagent ratio;adjusted calibration to reflect atypical sample to reagent ratio;NA;NA;NA;NA"
"FCR",2017,2017-07-13 12:00:00,0.1,14.50099063,469.83637964,4.534,16.5,9.52,2.47,20,"adjusted calibration to reflect atypical sample to reagent ratio;adjusted calibration to reflect atypical sample to reagent ratio;NA;NA;NA;NA"
"FCR",2017,2017-07-17 12:00:00,0.1,30.9,565,4.002,18.8,27.1,6.99,20,"NA;NA;NA;NA;NA;NA"
"FCR",2017,2017-07-24 12:00:00,0.1,35,767,6.879,18.7,16,3.72,20,"NA;NA;NA;NA;NA;NA"
