Reservoir,Site,DateTime,StartDepth_m,EndDepth_m,CollectionMethod,DayorNight,Taxon,Density_IndPerL,MeanLength_mm,MeanWeight_ug,Biomass_ugL
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Diaptomus,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Kellicottia,8,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Keratella,68,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Nauplii,16,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Total Rotifers,76,NA,NA,NA
BVR,50,2016-08-03 12:00:00,8.0,8.0,Schindler,Day,Trichocerca,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Ceriodaphnia,0.4,0.46,0.94,0.38
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Chaoborus,0.1,8.48,113.86,11.39
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Conochilus,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Cyclopoids,4.4,0.48,1.22,5.36
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,D. catawba,0.4,0.85,3.23,1.29
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Diaptomus,0.4,0.48,0.46,0.18
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Kellicottia,12,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Keratella,68,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Nauplii,28,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Total Rotifers,82,NA,NA,NA
BVR,50,2016-08-03 12:00:00,9.0,9.0,Schindler,Day,Trichocerca,2,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Ceriodaphnia,2,0.43,0.81,1.63
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Chaoborus,0.43,8.22,106.25,46.04
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Conochilus,2,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Cyclopoids,4,0.36,0.58,2.3
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Diaptomus,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Kellicottia,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Keratella,14,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Nauplii,14,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Total Rotifers,16,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,10.0,Schindler,Day,Trichocerca,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Ceriodaphnia,1.11,0.32,0.31,0.35
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Chaoborus,0.1,6.89,75.28,7.24
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Cyclopoids,10.11,0.45,1.5,15.16
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Diaptomus,0.2,0.41,0.32,0.06
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Kellicottia,3.54,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Keratella,23.7,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Nauplii,22.28,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Total Rotifers,27.23,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Chaoborus,0.12,7.76,107.64,13.2
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Conochilus,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Cyclopoids,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Diaptomus,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Kellicottia,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Keratella,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Nauplii,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Total Rotifers,0,NA,NA,NA
BVR,50,2016-08-03 12:00:00,10.0,7.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Ascomorpha,5,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Bosmina,0.45,0.32,0.82,0.37
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Ceriodaphnia,4.09,0.39,0.64,2.63
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Chaoborus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Conochilus,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Cyclopoids,22.73,0.55,1.89,43
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Diaptomus,0.45,0.59,0.79,0.36
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Kellicottia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Keratella,220,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Nauplii,45,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Total Rotifers,230,NA,NA,NA
BVR,50,2016-08-03 20:00:00,0.1,0.1,Schindler,Dusk,Trichocerca,5,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Ascomorpha,18,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Ceriodaphnia,3.6,0.35,0.45,1.63
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Chaoborus,0.07,5.53,28.55,1.9
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Conochilus,2,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Cyclopoids,24.4,0.7,4.31,105.22
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,D. catawba,0.8,0.6,1.54,1.23
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Diaptomus,0.8,0.55,0.68,0.55
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Kellicottia,2,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Keratella,220,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Nauplii,60,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Total Rotifers,248,NA,NA,NA
BVR,50,2016-08-03 20:00:00,1.0,1.0,Schindler,Dusk,Trichocerca,6,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Ascomorpha,18,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Ceriodaphnia,6,0.4,0.94,5.67
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Chaoborus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Chydorus,0.8,0.26,0.85,0.68
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Conochilus,4,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Cyclopoids,32.4,0.58,3.69,119.69
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Diaphanosoma,0.8,0.64,1.11,0.89
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Diaptomus,1.6,0.5,0.57,0.92
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Kellicottia,2,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Keratella,288,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Nauplii,74,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Total Rotifers,318,NA,NA,NA
BVR,50,2016-08-03 20:00:00,2.0,2.0,Schindler,Dusk,Trichocerca,6,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Ascomorpha,14,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Ceriodaphnia,6.4,0.4,0.76,4.88
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Chaoborus,0.03,5.48,27.68,0.92
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Conochilus,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Cyclopoids,22,0.57,2.09,46.08
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Diaphanosoma,0.4,0.73,1.41,0.56
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Diaptomus,0.8,0.51,0.61,0.49
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Kellicottia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Keratella,272,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Nauplii,74,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Total Rotifers,294,NA,NA,NA
BVR,50,2016-08-03 20:00:00,3.0,3.0,Schindler,Dusk,Trichocerca,8,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Ascomorpha,8,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Ceriodaphnia,7.2,0.44,1.09,7.86
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Chaoborus,0.07,4.45,20.29,1.35
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Conochilus,10,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Cyclopoids,49.6,1,14.56,722.14
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,D. ambigua,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,D. catawba,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Diaphanosoma,0.4,0.4,0.22,0.09
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Diaptomus,1.2,0.64,1.19,1.43
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Kellicottia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Keratella,232,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Nauplii,72,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Total Rotifers,264,NA,NA,NA
BVR,50,2016-08-03 20:00:00,4.0,4.0,Schindler,Dusk,Trichocerca,14,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Ascomorpha,14,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Ceriodaphnia,4.5,0.42,0.83,3.75
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Chaoborus,0.1,5.52,28.59,2.86
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Conochilus,6,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Cyclopoids,68,0.58,2.33,158.39
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,D. ambigua,0.5,0.89,3.58,1.79
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,D. catawba,1,0.57,1.35,1.35
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Diaphanosoma,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Diaptomus,2,0.75,1.57,3.13
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Kellicottia,8,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Keratella,230,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Nauplii,92,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Polyarthra,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Synchaeta,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Total Rotifers,268,NA,NA,NA
BVR,50,2016-08-03 20:00:00,5.0,5.0,Schindler,Dusk,Trichocerca,10,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Ascomorpha,14,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Asplanchna,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Bosmina,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Ceriodaphnia,7.5,0.42,1.09,8.14
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Chaoborus,0.17,5.77,44.88,7.48
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Chydorus,0,NA,NA,0
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Conochilus,6,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Cyclopoids,38.5,0.69,6.27,241.38
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,D. ambigua,1,0.56,1.26,1.26
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,D. catawba,0.5,0.5,0.93,0.47
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Diaphanosoma,0.5,0.73,1.41,0.71
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Diaptomus,5,1.02,3.29,16.44
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Finilia,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Kellicottia,10,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Keratella,268,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Lecane,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Monostyla,0,NA,NA,NA
BVR,50,2016-08-03 20:00:00,6.0,6.0,Schindler,Dusk,Nauplii,62,NA,NA,NA
